step,x,y,dx,dy,theta,gimbal,thr,rew
56,0.02010867379239119,-260,0,0,0.0021547762731562994,-20.739861526870154,0.9540433883666992,-0.4998286113326009
57,0.02181353794785937,-260,0,0,0.0023392715827558574,28.488111783928968,0.8342329859733582,-0.4998359322886964
58,0.020766579189059237,-260,0,0,0.00222454679818469,-15.372901674337497,0.9332998394966125,-0.49982978669435923
59,0.019445832459346356,-260,0,0,0.002080125190826616,-19.118499862085883,0.9509084224700928,-0.49982842929726357
60,0.01780159748068597,-260,0,0,0.0019006003885669444,-22.89802881269183,0.9949321150779724,-0.49982677415453874
61,0.019304517850636645,-260,0,0,0.0020631389224858533,22.42104247126742,0.9188852310180664,-0.49983398998397277
62,0.017631371638932438,-260,0,0,0.001880548697295131,-24.98392870718925,0.9320998787879944,-0.4998266119579229
63,0.019230848360208344,-260,0,0,0.0020536614352689945,26.08276245409538,0.8488916158676147,-0.4998341379260095
64,0.018516260994882405,-260,0,0,0.0019752050013121416,-11.131182845124204,0.87613445520401,-0.49982907164682727
65,0.01804238733184039,-260,0,0,0.0019231906184407285,-10.978811424899185,0.5887912511825562,-0.49982926251777593
66,0.017629449724058586,-260,0,0,0.0018778244971743934,-9.862727858788256,0.5709505081176758,-0.49982913119670663
67,0.018568800028418857,-260,0,0,0.001979320563624131,18.758702748458404,0.6803490519523621,-0.4998324117365833
68,0.019385283062206802,-260,0,0,0.002067245310818134,12.52470323356838,0.8739431500434875,-0.4998326666307372
69,0.021138560840170278,-260,0,0,0.0022568961556505515,25.099641536624777,0.9636452198028564,-0.49983561524986675
70,0.02285282451973035,-260,0,0,0.002442207770836034,24.041847523777065,0.9803426861763,-0.49983658833336325
71,0.022467954354346918,-260,0,0,0.002400020723720381,-15.474884053932268,0.3407677710056305,-0.4998321540797609
72,0.023988718844821743,-260,0,0,0.0025644366869548635,25.968915117651733,0.8091980814933777,-0.49983689781784607
73,0.02542042014645344,-260,0,0,0.002719272782475701,29.090316928327745,0.6863082051277161,-0.49983759755308227
74,0.026662294450895282,-260,0,0,0.002853131099691182,18.8298960366655,0.8937028050422668,-0.4998379793684995
75,0.027598246115837263,-260,0,0,0.002953702253290405,14.40603340852783,0.8710452914237976,-0.49983794141394494
76,0.025918273141242093,-260,0,0,0.0027700844392296938,-26.371638649138628,0.8906844854354858,-0.49983167946854773
77,0.027555373199439143,-260,0,0,0.00294692464882758,25.531335553087896,0.8840052485466003,-0.49983931742263116
78,0.02780164423619905,-260,0,0,0.0029730191734241426,6.625219765443095,0.4872845709323883,-0.4998366867689901
79,0.0296600133725119,-260,0,0,0.003173832573582104,28.651198772665985,0.902285635471344,-0.49984105045168753
80,0.03015867223890077,-259.9998435286663,0.024932943319443703,0.007823566684986592,0.003226601279557359,6.778225281177587,0.9631392955780029,-0.49983816894990823
81,0.029760079142566852,-260,0,0,0.0031808043249606627,-16.380894950800695,0.7528623938560486,-0.499836910826818
82,0.02836292505496515,-260,0,0,0.0030276598060322655,-19.869273481265562,0.9705727696418762,-0.4998337440759154
83,0.027129751394834596,-260,0,0,0.0028927209168969053,-23.08907379651167,0.7411364912986755,-0.49983331589963287
84,0.028773150473086716,-260,0,0,0.0030703296386730646,28.62129935645538,0.7985774278640747,-0.4998400767179412
85,0.029619944291740027,-260,0,0,0.0031610549835469023,12.3126377318757,0.9162797331809998,-0.4998390027320578
86,0.02819141166038943,-260,0,0,0.0030045952624263195,-21.525100269725925,0.9183322787284851,-0.4998335761529528
87,0.02981816820154534,-260,0,0,0.003180235275779513,25.58689449800803,0.8757754564285278,-0.49984068420166694
88,0.030684834548577043,-260,0,0,0.0032730854634608958,12.697955836868468,0.9095780253410339,-0.4998396954322023
89,0.03029412926747992,-260,0,0,0.0032295633790020368,-7.561580013221863,0.7121466398239136,-0.4998369411213712
90,0.03149151008141335,-260,0,0,0.003358859227397761,27.68086994190965,0.5992769598960876,-0.499840851488534
91,0.03246175813949856,-260,0,0,0.003463303127687596,19.87003531683451,0.6616097092628479,-0.49984099214888866
92,0.03355828316573896,-260,0,0,0.0035811145654278086,17.14211092732879,0.8605487942695618,-0.4998419170592071
93,0.032199481944079664,-260,0,0,0.0034319592224362136,-19.297719718489084,0.9716342091560364,-0.4998361732306253
94,0.032578057550641915,-260,0,0,0.003472097340023014,7.897744395854001,0.6288409233093262,-0.49983988011523867
95,0.0338916052294138,-260,0,0,0.003613565981502412,21.538682759546443,0.829481840133667,-0.49984255548793965
96,0.03353416829774708,-260,0,0,0.003573437427901891,-6.393751825597355,0.7756521105766296,-0.49983899434875856
97,0.03305192043070627,-260,0,0,0.003519825676756717,-8.946762115220954,0.7420069575309753,-0.49983844902673474
98,0.03192264887829643,-260,0,0,0.003395792926149433,-18.037567983921967,0.862144947052002,-0.4998364625445278
99,0.033435210691873385,-260,0,0,0.0035588819632870325,23.957640520863563,0.8643940687179565,-0.49984267366834345
100,0.03229864964441638,-260,0,0,0.003434073502748188,-18.5410726024071,0.8446833491325378,-0.49983667851755065
101,0.032498851582670095,-259.9998556504775,0.01001009691268582,0.007217476123582811,0.0034543050978383706,2.6174964804053396,0.9533398747444153,-0.4998390432031689
102,0.03171437615847132,-260,0,0,0.0033666589736500115,-22.596254621463874,0.6041553616523743,-0.49983731312953017
103,0.03220903464913458,-260,0,0,0.003419181997088625,8.245943229700995,0.7879974842071533,-0.4998398860074741
104,0.03388128754223735,-260,0,0,0.003599550648480595,25.096691283475078,0.9149817824363708,-0.4998432665718593
105,0.033447783203582854,-260,0,0,0.003551350681526213,-8.955555994958338,0.6661877036094666,-0.4998387892451343
106,0.03200646066540665,-260,0,0,0.003393492423238663,-23.940237442923852,0.8369515538215637,-0.4998358898333303
107,0.031349094913487516,-260,0,0,0.0033210655221276577,-13.728794554010426,0.6565437316894531,-0.4998370546709591
108,0.03237318461226522,-259.9999569616403,0.05120448493888498,0.0021519179857818873,0.0034308956679696546,14.269535785436428,0.9585554003715515,-0.4998409168389876
109,0.03296623832878922,-260,0,0,0.0034934457928650882,-19.854761792427027,0.2994597852230072,-0.4998406331689171
110,0.034689897402147896,-260,0,0,0.003679460028740015,27.349958657479046,0.8709329962730408,-0.49984386520091256
111,0.03374493344688827,-260,0,0,0.0035756034684278864,-17.818656616842485,0.7300249934196472,-0.4998379485297687
112,0.033824177864223495,-259.99974270568794,0.003962220866761397,0.012864715604569707,0.003582587031820311,0.8797621267342115,0.9782682061195374,-0.49983927623977115
113,0.03338983859103561,-260,0,0,0.0035326216328543762,-10.06412279782252,0.7008993029594421,-0.4998392666339548
114,0.03264106881664552,-259.9997930212403,-0.03743848871950446,0.010348937986564381,0.0034496838167484075,-10.465656055741244,0.9819459319114685,-0.49983704520468647
115,0.033666231509810254,-260,0,0,0.0035582391426234967,28.0561533177615,0.8755518794059753,-0.49984225448284064
116,0.03187540102129456,-260,0,0,0.0033622971134721832,-26.91430874691854,0.9308300614356995,-0.4998351104557469
117,0.030722671900301788,-260,0,0,0.0032357983919311544,-18.679059532340503,0.8493052124977112,-0.49983567984189087
118,0.031785218434210255,-260,0,0,0.003350427112960976,24.503032438282823,0.5942779183387756,-0.4998407619126567
119,0.032679128502765026,-260,0,0,0.003446733819350631,21.623603545681718,0.5619122982025146,-0.49984097275780204
120,0.03119845692192307,-260,0,0,0.0032847783208484423,-27.228778280990902,0.7610271573066711,-0.49983531569291256
121,0.029861847823976898,-260,0,0,0.0031382104247741293,-19.637163090952093,0.937629759311676,-0.4998347842532552
122,0.030197432432493544,-260,0,0,0.0031734772310276116,5.298198706824165,0.8210510015487671,-0.49983833440987446
123,0.031098902392642295,-260,0,0,0.0032703985947765027,16.77068396327553,0.7220738530158997,-0.4998400189323631
124,0.03141169067492846,-260,0,0,0.0033041141797531606,22.368947119769615,0.19044208526611328,-0.49983903336075075
125,0.032765859566622334,-260,0,0,0.0034502197034892695,25.30760206064986,0.7346816062927246,-0.49984194645631413
126,0.030947751342110454,-260,0,0,0.003251410439962616,-28.24070681801676,0.9030981659889221,-0.499834487095061
127,0.032335752273904804,-259.9999168930521,0.06940004658971764,0.004155347395833767,0.0034007939642853187,18.899974338661025,0.9912062287330627,-0.4998415019059564
128,0.03302865056763234,-260,0,0,0.0034738683476221725,-18.22241464907537,0.5244698524475098,-0.4998409512645664
129,0.03152912863928936,-260,0,0,0.0033099416850341347,-29.46514385805487,0.7162088751792908,-0.49983548074955464
130,0.03321042733742218,-260,0,0,0.003491423567161771,26.85692353527931,0.8632963299751282,-0.4998428733115881
131,0.03209292118495087,-260,0,0,0.0033687177249549297,-18.344829061665823,0.8377909660339355,-0.4998365904810053
132,0.03156516941826213,-259.9997178870304,-0.026387588334437086,0.014105648479308635,0.003309838687729784,-7.337442201911658,0.9906389713287354,-0.49983660288465226
133,0.03260428201237552,-260,0,0,0.0034201074151047764,27.24165296553368,0.7939823865890503,-0.4998417814951952
134,0.03275303271002692,-260,0,0,0.0034348595179391275,2.0504622520947167,0.8858521580696106,-0.499839527754885
135,0.03446443611922652,-260,0,0,0.003619684187307495,29.670849476605436,0.8021622896194458,-0.4998437024430212
136,0.03266868726339517,-260,0,0,0.0034232548220258737,-28.19429045484227,0.8931753039360046,-0.49983558703770187
137,0.031003319682013055,-260,0,0,0.00324099290282717,-25.22219885244462,0.9188132882118225,-0.49983482664905166
138,0.030514607902704643,-260,0,0,0.0031865727944557797,-7.593435673769263,0.8846372365951538,-0.4998368802985688
139,0.030227211857196155,-259.9999502025789,-0.014369802275424462,0.002489871056899533,0.0031539711364638626,-4.314698395764937,0.9307793378829956,-0.4998369578163388
140,0.028926023574572305,-260,0,0,0.0030101124165544165,-17.519674257771996,0.7938089370727539,-0.4998343808744855
141,0.029373999974163525,-260,0,0,0.0030577493271115863,7.892632520502941,0.7450776100158691,-0.49983805429259154
142,0.03116819056611389,-260,0,0,0.003251577923441343,28.212930338393726,0.8805330991744995,-0.4998418468589022
143,0.031357234365326316,-260,0,0,0.00327088245104899,2.9107590086708237,0.816393256187439,-0.49983875248091325
144,0.031171450469635296,-260,0,0,0.0032493810032119307,-3.057715402612401,0.8655917644500732,-0.4998378889087949
145,0.03230938119288916,-260,0,0,0.003372191808941406,25.896067711358096,0.60382479429245,-0.49984123408134706
146,0.032485305090454185,-259.9998295684538,0.008796194878251144,0.008521577312000057,0.0033898035261902913,2.2644966263193416,0.9570558667182922,-0.49983890835681033
147,0.031690846566452754,-260,0,0,0.0033010833012676846,-21.765939009463867,0.6156876683235168,-0.4998373308997736
148,0.03045886462540538,-260,0,0,0.003166152287580269,-22.41580827216938,0.7597145438194275,-0.4998353595783092
149,0.03179689863513011,-260,0,0,0.0033102414282705933,19.557091387645592,0.9241136908531189,-0.4998413200495408
150,0.03249489352598398,-260,0,0,0.0033847771000056347,10.751345347774885,0.8577525615692139,-0.49984046796016124
151,0.03169502097725344,-260,0,0,0.0032966600320587084,-13.811244830848421,0.7923715114593506,-0.499836981768249
152,0.03265104574493285,-259.9999953598721,0.047801238383970227,0.00023200639356633047,0.0033991194975194093,13.47363617219938,0.9439294934272766,-0.4998410658939485
153,0.035159724126974906,-260,0,0,0.0036690651403098913,25.286863873276015,0.8416175246238708,-0.4998457326046181
154,0.03644239971975885,-260,0,0,0.003807223537707193,22.88886226373864,0.7624045014381409,-0.4998440578216004
155,0.03517643737759074,-260,0,0,0.0036683386356840255,-21.511086903835405,0.8129065036773682,-0.4998381842910247
156,0.033390802860520354,-260,0,0,0.0034730241368258878,-28.669307779694392,0.8737093210220337,-0.49983605004610476
157,0.03293794144013859,-260,0,0,0.003423017586493093,-12.18245608597638,0.5085444450378418,-0.4998384379111191
158,0.032994200806697065,-260,0,0,0.0034278997817670234,0.7782853071279363,0.7713090777397156,-0.4998394906492523
159,0.031218879814961565,-260,0,0,0.00323367130772225,-26.335803945933385,0.9394668936729431,-0.49983473891675273
160,0.031792044249960516,-259.99979758760725,0.028658221749947543,0.010120619638374986,0.0032944920298380097,7.714443097450294,0.9721810221672058,-0.4998391821304982
161,0.03225129879517484,-259.9999515832682,0.022962727260716204,-0.007699783050322803,0.0033416584085085637,-2.0153349232100686,0.8330629467964172,-0.49984010117575384
162,0.03166073732940303,-260,0,0,0.0032739068915207266,-24.10006462980876,0.6038103103637695,-0.499837476202227
163,0.03085641428014654,-260,0,0,0.003185894946361283,-24.76383409435593,0.45078203082084656,-0.4998364586604948
164,0.029702459938356445,-260,0,0,0.0030591876263657324,-16.840401245518052,0.9382774829864502,-0.49983505183152094
165,0.031185626821555967,-260,0,0,0.003219359776541307,26.814661449718024,0.7616862654685974,-0.49984123550283555
166,0.032306471755693365,-260,0,0,0.003339984871037427,18.63856640492392,0.8096186518669128,-0.49984119812579153
167,0.030839549704129277,-260,0,0,0.003179467361733756,-25.1724729348427,0.8094788193702698,-0.4998351231216813
168,0.029239105459002924,-260,0,0,0.0030044744737785286,-26.634065601001243,0.837263286113739,-0.4998338747386399
169,0.030657224683427797,-260,0,0,0.003157528724539359,24.266151734458997,0.7987462282180786,-0.49984078140849336
170,0.029243446881645235,-260,0,0,0.003002748534588514,-22.54119425560925,0.8659224510192871,-0.49983425073353654
171,0.027999094660985057,-260,0,0,0.0028663543944206734,-18.85809087408229,0.9049451351165771,-0.4998338265919165
172,0.02820493241344835,-260,0,0,0.002887565711074248,3.020281251417299,0.8632818460464478,-0.499836853184161
173,0.0277446073588945,-260,0,0,0.0028371115420849982,-18.270853683254025,0.3451005816459656,-0.4998352386038714
174,0.026660231140820983,-260,0,0,0.002718223935588689,-17.442793866625223,0.8504498600959778,-0.4998333256023109
175,0.02588712356495909,-260,0,0,0.002633152752899231,-12.134620980853354,0.8677273392677307,-0.4998334740996319
176,0.024668254866195928,-260,0,0,0.0024999670826273976,-24.78631728235647,0.681136429309845,-0.4998318352152863
177,0.025483876504647576,-260,0,0,0.0025878506947394084,16.72723742814457,0.6546512246131897,-0.4998364043026998
178,0.02548993196113968,-260,0,0,0.002587496238843612,-0.05191455069725756,0.838667631149292,-0.499834788883304
179,0.027047790834132505,-260,0,0,0.0027557414334786674,23.292457776207353,0.9121125340461731,-0.49983884770953807
180,0.028581598702979376,-260,0,0,0.0029212278629409958,21.512575021315094,0.9673604965209961,-0.4998397400827364
181,0.028497345710522495,-260,0,0,0.002911022769638719,-1.6243412808893103,0.7716901302337646,-0.49983645230006696
182,0.02902786872753109,-260,0,0,0.0029675357103568535,8.306808676856608,0.838414192199707,-0.4998380071501345
183,0.02749817750262974,-260,0,0,0.002800435737328124,-28.753690345431966,0.7445092797279358,-0.49983294876976403
184,0.028854022221941104,-260,0,0,0.002946748416837717,22.36949654663675,0.8239399194717407,-0.49983955119693935
185,0.029391776676159765,-259.9999892070551,0.026887722710933086,0.0005396472450860836,0.0030039121569113065,7.60495539240709,0.9256672859191895,-0.4998382124783502
186,0.030664250087709434,-260,0,0,0.0031404800011897516,29.542542564153244,0.34511011838912964,-0.4998405160105045
187,0.030750147833746033,-260,0,0,0.003148482416753005,1.0824310129041097,0.9077532887458801,-0.49983817394296826
188,0.032340697999305806,-260,0,0,0.0033201724225165076,25.79473861347723,0.8454408645629883,-0.49984215852273484
189,0.03086797689474085,-260,0,0,0.0031589377943809136,-23.55697027382883,0.8644086718559265,-0.49983512895420285
190,0.03240929567243783,-260,0,0,0.0033250672301698993,21.530255019743013,0.9698743224143982,-0.49984210212194824
191,0.03209106187325236,-260,0,0,0.0032897125948261672,-8.576484676144581,0.5079196691513062,-0.4998381878856397
192,0.03036042173657914,-260,0,0,0.0031005619628156154,-29.018648243395518,0.8353555798530579,-0.49983430189999933
193,0.03036963644864885,-260,0,0,0.0031003242449988357,-0.03408795618253613,0.8559531569480896,-0.4998377872598524
194,0.03212974010745269,-260,0,0,0.003290338853288261,25.861144141047046,0.933148980140686,-0.49984236827684975
195,0.0337582586553041,-260,0,0,0.0034660793477280013,25.85541966482914,0.8631812930107117,-0.4998431036654073
196,0.032613258198176696,-260,0,0,0.00334069099322597,-23.75737303265412,0.6666504740715027,-0.49983685454707805
197,0.03205066170455654,-260,0,0,0.0032785007472111542,-11.030537576977032,0.6961702108383179,-0.49983767438812177
198,0.033237422182301614,-260,0,0,0.003406210889334159,18.82934443201809,0.8474550843238831,-0.4998419007875872
199,0.03217231678845554,-260,0,0,0.003289580881175732,-23.59744766294045,0.623960554599762,-0.499836743965447
200,0.033211654625536484,-259.9999790064957,0.0519668918540471,0.0010496752135391492,0.003401089149213015,14.555727453987807,0.950151801109314,-0.4998415273728605
201,0.03448799333428194,-260,0,0,0.003537978984654834,13.205740968075565,0.23792466521263123,-0.4998428887452524
202,0.03446606655536839,-260,0,0,0.0035341374138851667,-0.5336230623492146,0.8832597732543945,-0.49984023678238265
203,0.0326323851675438,-260,0,0,0.0033334472764996815,-25.819412039684558,0.9866439700126648,-0.49983548891329366
204,0.0339989474382799,-260,0,0,0.0034804968972476555,19.003209736898274,0.9669049382209778,-0.4998427273362839
205,0.033627986458738296,-260,0,0,0.003439088380932781,-7.433146739042189,0.6852868795394897,-0.4998390248272228
206,0.032825890245357814,-260,0,0,0.0033508405325219813,-15.391960230826562,0.7118094563484192,-0.4998376707351064
207,0.03441556331078797,-260,0,0,0.0035223418815829933,25.369116767492248,0.8569208383560181,-0.4998434290149007
208,0.032590324306607334,-260,0,0,0.00332272925330433,-28.30264769822441,0.9012362360954285,-0.49983548000761857
209,0.03101446796474465,-260,0,0,0.0031502700776649233,-24.679647484930936,0.8841111063957214,-0.4998350125072969
210,0.02966693407091785,-260,0,0,0.0030028499536590165,-24.59446726928397,0.7581665515899658,-0.4998346428891639
211,0.02995776287395424,-260,0,0,0.0030332554508066293,4.379532037978025,0.8522157669067383,-0.49983809794092876
212,0.030615050702461708,-260,0,0,0.0031036660130077257,12.035274165871,0.7227080464363098,-0.4998392338860015
213,0.0301841577408231,-260,0,0,0.0030556020852472517,-6.812432655263409,0.8671613931655884,-0.4998367933151365
214,0.02906068202095195,-260,0,0,0.00293236072435872,-17.71164463325291,0.866906464099884,-0.4998347192726291
215,0.02807516044885929,-260,0,0,0.002824543030242668,-23.02803574880677,0.5898054838180542,-0.49983439089400966
216,0.02783419268174592,-260,0,0,0.0027974197345163035,-4.645109712421553,0.7166756391525269,-0.4998357322489057
217,0.02823826534882658,-260,0,0,0.0028403111417510444,6.7760201780309215,0.7778353691101074,-0.4998372700925509
218,0.02733405387261484,-260,0,0,0.0027412938699815505,-19.88600728016293,0.6228455305099487,-0.4998340990947016
219,0.0283424956273848,-260,0,0,0.0028497960379190476,15.64810964795125,0.8606529831886292,-0.4998385427410045
220,0.02839403769581493,-260,0,0,0.0028542489578300217,0.6338907776993293,0.8611029386520386,-0.4998366605453892
221,0.03037977178920612,-260,0,0,0.0030688675289016745,28.56327322057854,0.9602611660957336,-0.4998417465132698
222,0.029896735115077577,-260,0,0,0.0030152071797424356,-7.945474943607208,0.8304122686386108,-0.499836512789811
223,0.02792300215509353,-260,0,0,0.0027995750990672235,-28.609613262817934,0.9632571935653687,-0.4998323211732664
224,0.026963381301504847,-260,0,0,0.0026945675830738758,-21.463219320758384,0.6138401627540588,-0.49983376099331456
225,0.027597962715080197,-260,0,0,0.0027623752556037847,9.124545291292016,0.9145441651344299,-0.4998373384996713
226,0.028310962423157986,-260,0,0,0.0028388456209421727,11.988205886207046,0.7873917818069458,-0.4998379325218768
227,0.029542693432400284,-260,0,0,0.0029715329621575136,18.33876572483628,0.90189129114151,-0.49983972523885106
228,0.027781304306928493,-260,0,0,0.002779014515846908,-26.469640934949442,0.9236621260643005,-0.4998326589769613
229,0.026296877024469405,-260,0,0,0.002616909582794296,-28.591307782211118,0.7243489027023315,-0.4998323027052577
230,0.028232760191730103,-260,0,0,0.0028262352532476094,28.668147042026412,0.9330004453659058,-0.49984033033798625
231,0.02925302665497667,-260,0,0,0.00293595150618643,15.312408084334168,0.8883205056190491,-0.4998391246960526
232,0.03086406061428438,-260,0,0,0.003110042867227797,28.471126622431374,0.7807893753051758,-0.4998412940629948
233,0.030029829560092102,-260,0,0,0.003018087419987967,-12.235618378609635,0.9276224970817566,-0.4998358920100814
234,0.03156065354469918,-260,0,0,0.0031834011398053485,26.38797142561825,0.7951670289039612,-0.49984156077145275
235,0.03305741900616694,-260,0,0,0.0033449200617334477,25.05014382783075,0.8154708743095398,-0.4998424104249546
236,0.03464437149290413,-260,0,0,0.0035160007074362047,23.170508813921938,0.9294219017028809,-0.4998435638725179
237,0.03445477156555035,-260,0,0,0.003493905710022952,-2.97363268121318,0.9103782176971436,-0.4998398945103151
238,0.03453666480977196,-260,0,0,0.003501863732143163,1.6952896699309563,0.5749489068984985,-0.49984048771130046
239,0.036583444598989774,-260,0,0,0.003722865860594157,29.380485702911653,0.9627613425254822,-0.49984567251511575
240,0.036092790281045506,-259.999809793598,-0.024532715897213377,0.009510320101699651,0.003667892544185819,-7.00714521698484,0.9630446434020996,-0.4998397280830771
241,0.03740230058613479,-260,0,0,0.00380710472383398,27.009451753086687,0.9137649536132812,-0.49984508049104726
242,0.0377256581186654,-260,0,0,0.003840838613281597,5.248773330410304,0.787993311882019,-0.4998429260477136
243,0.0393687579509211,-260,0,0,0.004017773323144378,23.22641407428184,0.9586756825447083,-0.49984657304339253
244,0.0408313893246919,-260,0,0,0.004175506767117369,28.288713336970027,0.7111512422561646,-0.49984710896127765
245,0.04012833069436254,-260,0,0,0.004098146917327855,-18.341280928385075,0.5252615213394165,-0.4998423464801678
